,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
324,10-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,1125,23
325,11-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,2200,40
326,12-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2750,55
327,13-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,1463,33
328,14-07-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,1000,25
329,15-07-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,40,900,23
330,16-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,1000,20
331,17-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,2063,38
332,18-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2500,50
333,19-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,1350,30
334,20-07-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,800,20
335,21-07-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,40,700,18
336,22-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,875,18
337,23-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,1375,25
338,24-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,2550,43
339,25-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250,25
340,26-07-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,750,15
341,27-07-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,625,13
342,28-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,750,13
343,29-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625,25
344,30-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,2400,40
345,31-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250,25
346,01-08-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,975,20
347,02-08-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,875,18
348,03-08-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,900,15
349,04-08-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625,25
350,05-08-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,3000,50
351,06-08-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1500,30
352,07-08-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250,25
353,08-08-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1000,20
354,09-08-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,1200,20
355,10-08-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1950,30
356,11-08-2021,Men's Street Footwear,Midwest,Sports Direct,Outlet,Illinois,20,1450,73
357,12-08-2021,Men's Athletic Footwear,Midwest,Sports Direct,Outlet,Illinois,30,2175,73
358,13-08-2021,Women's Street Footwear,Midwest,Sports Direct,Outlet,Illinois,30,1575,53
359,14-08-2021,Women's Athletic Footwear,Midwest,Sports Direct,Outlet,Illinois,35,1838,53
360,15-08-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1500,38
361,16-08-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1838,53
362,17-08-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,25,1688,68
363,18-08-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,2275,65
364,19-08-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,35,1663,48
365,20-08-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1488,43
366,21-08-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1200,30
367,22-08-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1750,50
368,23-08-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,30,2025,68
369,24-08-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2700,68
370,25-08-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,30,1500,50
371,26-08-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1400,40
372,27-08-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1200,30
373,28-08-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1575,45
374,29-08-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,1400,70
375,30-08-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,2100,70
376,31-08-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,25,1313,53
377,01-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,1275,43
378,02-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,35,1138,33
379,03-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,30,1800,60
380,04-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,1500,75
381,05-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,2325,78
382,06-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,25,1563,63
383,07-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1925,55
384,08-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2250,45
385,09-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,45,3600,80
386,10-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,45,3600,80
387,11-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,4000,80
388,12-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,2925,65
389,13-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,2700,60
390,14-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2500,50
391,15-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,55,4813,88
392,16-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,45,3713,83
393,17-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,4125,83
394,18-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,4388,98
395,19-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,2588,58
396,20-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2875,58
397,21-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,60,5100,85
398,22-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,50,4000,80
399,23-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,55,4400,80
400,24-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,50,4875,98
401,25-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,2625,53
402,26-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,55,2888,53
403,27-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,60,4650,78
404,28-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,55,3988,73
405,29-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,55,3713,68
406,30-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,60,4350,73
407,01-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,60,2700,45
408,02-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,55,2475,45
409,03-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,50,3375,68
410,04-10-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,40,2500,63
411,05-10-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2500,63
412,06-10-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,2588,58
413,07-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,1913,43
414,08-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1600,40
415,09-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,50,2875,58
416,10-10-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,40,2900,73
417,11-10-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2900,73
418,12-10-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,65,4225,65
419,13-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,65,3250,50
420,14-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,60,2850,48
421,15-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,70,4725,68
422,16-10-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,60,4950,83
423,17-10-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,60,4950,83
424,18-10-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,65,4713,73
425,19-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,65,3738,58
426,20-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,60,3150,53
427,21-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,70,5425,78
428,22-10-2021,Men's Street Footwear,South,Foot Locker,Outlet,Texas,45,1913,43
429,23-10-2021,Men's Athletic Footwear,South,Foot Locker,Outlet,Texas,45,1013,23
430,24-10-2021,Women's Street Footwear,South,Foot Locker,Outlet,Texas,35,788,23
431,25-10-2021,Women's Athletic Footwear,South,Foot Locker,Outlet,Texas,40,300,8
432,26-10-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688,13
433,27-10-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,45,1013,23
434,28-10-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,2138,48
435,29-10-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,563,13
436,30-10-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,35,613,18
437,31-10-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,200,5
438,01-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688,13
439,02-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,45,1013,23
440,03-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,2225,45
441,04-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,750,15
442,05-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,700,18
443,06-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,113,3
444,07-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,450,8
445,08-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,50,875,18
446,09-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,2250,45
447,10-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,750,15
448,11-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,600,15
449,12-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,338,8
450,13-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,450,8
451,14-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,50,1000,20
452,15-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,2820,47
453,16-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050,18
454,17-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,825,15
455,18-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,550,10
456,19-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,813,13
457,20-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1750,25
458,21-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3250,50
459,22-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1500,25
460,23-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,963,18
461,24-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,825,15
462,25-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,975,15
463,26-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2100,30
464,27-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3250,50
465,28-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1800,30
466,29-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1238,23
467,30-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,963,18
468,01-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1300,20
469,02-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2625,38
470,03-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3413,53
471,04-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1800,30
472,05-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1238,23
473,06-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1100,20
474,07-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1138,18
475,08-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2450,35
476,09-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3088,48
477,10-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,1375,28
478,11-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,900,20
479,12-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,788,18
480,13-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688,13
481,14-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,1350,23
482,15-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,2400,40
483,16-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,1125,23
484,17-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,625,13
485,18-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,500,10
486,19-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,600,10
487,20-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1463,23
488,21-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,70,2625,38
489,22-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1200,20
490,23-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1170,20
491,24-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050,18
492,25-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1050,15
493,26-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,75,1875,25
494,27-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,70,3325,48
495,28-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1650,28
496,29-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1350,23
497,30-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050,18
498,31-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1225,18
499,01-01-2020,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,75,2063,28
500,02-01-2020,Men's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,35,1575,45
501,03-01-2020,Men's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,2025,45
502,04-01-2020,Women's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,2025,45
503,05-01-2020,Women's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,1350,30
504,06-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,50,1250,25
505,07-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,45,2138,48
506,08-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,35,1838,53
507,09-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,45,1913,43
508,10-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,45,1913,43
509,11-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,45,1238,28
510,12-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,50,1000,20
511,13-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,45,1800,40
512,14-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,45,2475,55
513,15-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,55,2200,40
514,16-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,55,2200,40
515,17-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,55,1650,30
516,18-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,60,1050,18
517,19-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,55,2063,38
518,20-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,3300,55
519,21-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,2275,35
520,22-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,2600,40
521,23-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,1800,30
522,24-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,65,1300,20
523,25-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,80,2800,35
524,26-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,3300,55
525,27-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,2600,40
526,28-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,2600,40
527,29-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,1800,30
528,30-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,65,1300,20
529,31-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,80,3600,45
530,01-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,4200,70
531,02-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,3575,55
532,03-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,3575,55
533,04-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,2550,43
534,05-02-2020,Men's Apparel,West,West Gear,Outlet,Nevada,65,1950,30
535,06-02-2020,Women's Apparel,West,West Gear,Outlet,Nevada,80,4800,60
536,07-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,4500,75
537,08-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,3900,60
538,09-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,65,3575,55
539,10-02-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,60,2700,45
540,11-02-2020,Men's Apparel,West,West Gear,In-store,Nevada,65,3250,50
541,12-02-2020,Women's Apparel,West,West Gear,In-store,Nevada,80,4000,50
542,13-02-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,65,4550,70
543,14-02-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,70,4550,65
544,15-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,65,3413,53
545,16-02-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,65,3088,48
546,17-02-2020,Men's Apparel,West,West Gear,In-store,Nevada,75,3563,48
547,18-02-2020,Women's Apparel,West,West Gear,In-store,Nevada,80,3200,40
548,19-02-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,60,3600,60
549,20-02-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,65,3900,60
550,21-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,60,2700,45
